time,low,high,open,close,volume
2015-12-17 00:05:00,453.08,453.94,453.75,453.33,15.28392792
2015-12-17 00:10:00,453.28,453.87,453.28,453.87,5.36602539
2015-12-17 00:15:00,452.39,453.64,453.64,453.11,67.1311
2015-12-17 00:20:00,451.34,453.12,453.12,451.43,61.05762446
2015-12-17 00:25:00,451.45,452.2,451.45,452.06,26.0513
2015-12-17 00:30:00,452.06,452.45,452.07,452.06,30.4054163
2015-12-17 00:35:00,451.79,452.15,452.14,451.97,26.41414
2015-12-17 00:40:00,452.0,452.26,452.05,452.06,9.16757
2015-12-17 00:45:00,451.13,452.46,452.06,451.41,48.96404237
2015-12-17 00:50:00,451.32,452.44,451.41,452.44,10.0735
2015-12-17 00:55:00,451.78,452.32,452.32,451.78,7.96196
2015-12-17 01:00:00,451.12,452.19,452.19,451.13,18.5751
2015-12-17 01:05:00,451.13,451.68,451.13,451.51,45.00261865
2015-12-17 01:10:00,451.5,451.95,451.5,451.78,2.8723
2015-12-17 01:15:00,451.48,451.68,451.68,451.54,4.121
2015-12-17 01:20:00,447.0,451.53,451.53,447.37,157.24207852
2015-12-17 01:25:00,447.35,450.73,447.35,450.42,81.52933217
2015-12-17 01:30:00,447.55,450.36,450.35,447.86,64.5571473
2015-12-17 01:35:00,447.86,448.21,447.86,448.03,10.2499
2015-12-17 01:40:00,448.05,448.7,448.05,448.45,41.4689
2015-12-17 01:45:00,447.85,449.22,448.41,447.95,30.01766469
2015-12-17 01:50:00,447.86,449.39,447.86,449.19,31.61204512
2015-12-17 01:55:00,448.64,449.68,449.31,449.41,117.58236406
2015-12-17 02:00:00,449.41,450.0,449.41,449.97,16.3195
2015-12-17 02:05:00,449.97,450.89,449.97,450.41,90.34651438
2015-12-17 02:10:00,450.33,450.54,450.37,450.46,39.15296
2015-12-17 02:15:00,450.39,450.5,450.5,450.46,19.67115
2015-12-17 02:20:00,450.44,450.45,450.45,450.44,8.25368845
2015-12-17 02:25:00,448.09,450.45,450.45,448.31,79.8048
2015-12-17 02:30:00,448.29,449.72,448.29,449.62,15.61443796
2015-12-17 02:35:00,449.53,449.96,449.53,449.75,8.42196734
2015-12-17 02:40:00,449.67,450.0,449.82,449.71,13.05268973
2015-12-17 02:45:00,448.92,449.79,449.69,449.1,34.05304184
2015-12-17 02:50:00,449.11,449.82,449.65,449.68,11.0618
2015-12-17 02:55:00,449.04,449.5,449.5,449.47,15.77623569
2015-12-17 03:00:00,449.23,449.54,449.39,449.23,8.8605
2015-12-17 03:05:00,447.29,449.28,449.23,447.55,65.72504645
2015-12-17 03:10:00,447.51,448.88,447.51,448.88,30.7340123
2015-12-17 03:15:00,448.46,449.23,448.88,448.77,17.46198982
2015-12-17 03:20:00,448.38,448.64,448.64,448.5,10.92619416
2015-12-17 03:25:00,447.22,448.49,448.43,447.9,15.14280199
2015-12-17 03:30:00,446.01,448.28,447.62,446.01,63.76975853
2015-12-17 03:35:00,446.08,447.37,446.92,446.97,82.29933247
2015-12-17 03:40:00,446.97,447.86,446.97,447.62,24.5623
2015-12-17 03:45:00,447.65,449.08,447.65,449.08,32.0031897
2015-12-17 03:50:00,449.14,449.39,449.14,449.39,25.4167
2015-12-17 03:55:00,449.31,449.58,449.39,449.49,2.79557201
2015-12-17 04:00:00,449.4,449.49,449.49,449.43,16.26220211
2015-12-17 04:05:00,449.47,450.0,449.47,450.0,14.335312
2015-12-17 04:10:00,449.99,450.09,449.99,450.09,11.68859591
2015-12-17 04:15:00,450.03,450.8,450.03,450.68,15.4642
2015-12-17 04:20:00,449.86,450.72,450.53,449.97,52.3564
2015-12-17 04:25:00,449.4,450.6,449.81,450.5,14.83624
2015-12-17 04:30:00,450.02,450.97,450.6,450.96,19.62506444
2015-12-17 04:35:00,450.96,450.97,450.96,450.97,6.15044907
2015-12-17 04:40:00,450.96,450.99,450.96,450.97,13.295
2015-12-17 04:45:00,450.96,452.0,450.97,451.99,34.0375
2015-12-17 04:50:00,451.98,452.06,451.99,452.04,21.8840621
2015-12-17 04:55:00,451.92,452.31,451.99,451.98,18.2639
2015-12-17 05:00:00,451.98,452.81,451.98,452.77,15.6551
2015-12-17 05:05:00,452.76,452.77,452.77,452.77,3.4072
2015-12-17 05:10:00,452.76,452.99,452.77,452.97,19.63224907
2015-12-17 05:15:00,452.97,453.12,452.98,453.11,12.5327
2015-12-17 05:20:00,453.1,453.12,453.11,453.12,4.4261
2015-12-17 05:25:00,453.12,454.99,453.12,454.99,50.46826461
2015-12-17 05:30:00,455.0,455.97,455.0,455.82,98.19000903
2015-12-17 05:35:00,454.74,455.82,455.82,454.76,19.77580667
2015-12-17 05:40:00,454.02,454.77,454.76,454.65,12.65336839
2015-12-17 05:45:00,454.55,454.95,454.65,454.62,15.39268282
2015-12-17 05:50:00,454.35,454.68,454.62,454.55,5.27164001
2015-12-17 05:55:00,453.97,454.55,454.55,454.49,22.6471
2015-12-17 06:00:00,453.93,454.5,454.49,454.5,54.7536
2015-12-17 06:05:00,454.45,454.5,454.49,454.48,15.062042
2015-12-17 06:10:00,454.45,454.5,454.5,454.46,8.9849
2015-12-17 06:15:00,454.27,454.5,454.46,454.3,15.40728458
2015-12-17 06:20:00,453.35,454.49,454.37,454.41,64.6167
2015-12-17 06:25:00,453.36,454.1,454.1,453.77,25.3008
2015-12-17 06:30:00,453.77,453.78,453.77,453.77,21.15620785
2015-12-17 06:35:00,453.28,453.77,453.77,453.3,38.7597721
2015-12-17 06:40:00,453.27,453.73,453.3,453.73,23.62393769
2015-12-17 06:45:00,453.62,453.96,453.62,453.94,14.79228049
2015-12-17 06:50:00,453.94,453.96,453.95,453.94,9.1712
2015-12-17 06:55:00,453.94,453.95,453.95,453.94,17.2081
2015-12-17 07:00:00,453.95,454.12,453.95,454.12,12.79642733
2015-12-17 07:05:00,454.12,454.21,454.12,454.2,12.53362097
2015-12-17 07:10:00,454.2,454.23,454.2,454.23,6.9006
2015-12-17 07:15:00,453.12,454.49,454.23,453.74,74.9663
2015-12-17 07:20:00,453.12,454.03,453.76,453.22,16.97883
2015-12-17 07:25:00,453.1,453.52,453.22,453.52,5.8278206
2015-12-17 07:30:00,453.45,453.76,453.52,453.46,12.2943263
2015-12-17 07:35:00,453.16,453.48,453.46,453.16,15.43909817
2015-12-17 07:40:00,453.07,453.98,453.28,453.98,7.62378719
2015-12-17 07:45:00,453.39,454.13,453.98,453.94,25.51340732
2015-12-17 07:50:00,452.96,453.99,453.93,453.57,16.113
2015-12-17 07:55:00,453.48,453.67,453.58,453.48,1.3744
2015-12-17 08:00:00,453.44,453.68,453.59,453.44,1.6676
2015-12-17 08:05:00,453.01,453.46,453.46,453.22,2.7938
2015-12-17 08:10:00,453.2,453.29,453.2,453.2,6.1385039
2015-12-17 08:15:00,453.2,453.21,453.2,453.2,1.98285
2015-12-17 08:20:00,453.2,453.21,453.2,453.21,2.04463
2015-12-17 08:25:00,452.03,453.21,453.21,452.98,65.75441
2015-12-17 08:30:00,452.91,453.46,453.0,453.42,20.11307
2015-12-17 08:35:00,453.42,453.81,453.42,453.81,7.15343
2015-12-17 08:40:00,453.8,454.64,453.8,454.02,12.57496
2015-12-17 08:45:00,453.8,454.29,454.09,453.95,19.992935
2015-12-17 08:50:00,454.2,454.3,454.21,454.26,2.8444
2015-12-17 08:55:00,453.25,454.27,454.27,453.38,20.3343
2015-12-17 09:00:00,453.7,454.0,453.97,453.7,2.7139
2015-12-17 09:05:00,453.82,454.57,453.84,454.54,13.4448
2015-12-17 09:10:00,454.57,455.42,454.57,455.36,26.17939
2015-12-17 09:15:00,455.1,455.36,455.35,455.11,7.34870326
2015-12-17 09:20:00,455.07,455.21,455.14,455.21,3.958646
2015-12-17 09:25:00,455.09,455.23,455.21,455.09,6.2413
2015-12-17 09:30:00,454.43,455.23,455.2,454.71,56.2495
2015-12-17 09:35:00,454.56,454.87,454.83,454.72,1.0472
2015-12-17 09:40:00,454.01,454.72,454.72,454.46,17.5611
2015-12-17 09:45:00,454.5,454.97,454.52,454.93,20.511278
2015-12-17 09:50:00,454.86,455.2,454.91,455.2,35.34133649
2015-12-17 09:55:00,455.13,455.43,455.13,455.43,15.37021927
2015-12-17 10:00:00,455.31,455.46,455.42,455.46,0.6014
2015-12-17 10:05:00,455.4,455.5,455.46,455.47,14.2816532
2015-12-17 10:10:00,455.19,455.43,455.41,455.19,26.8334
2015-12-17 10:15:00,455.19,455.53,455.19,455.33,4.64
2015-12-17 10:20:00,455.49,455.99,455.49,455.76,27.33809
2015-12-17 10:25:00,455.62,455.81,455.77,455.69,2.07485
