time,low,high,open,close,volume
2016-05-15 00:05:00,458.83,458.94,458.84,458.94,6.21092
2016-05-15 00:10:00,458.58,459.16,458.94,459.16,33.06327
2016-05-15 00:15:00,458.73,459.04,459.04,458.92,11.15511249
2016-05-15 00:20:00,458.76,459.03,458.9,458.99,16.64281
2016-05-15 00:25:00,458.75,459.03,458.93,459.03,7.68396
2016-05-15 00:30:00,458.93,459.03,459.03,459.0,4.38555
2016-05-15 00:35:00,458.92,459.01,459.0,458.99,2.28411
2016-05-15 00:40:00,458.89,459.02,459.0,459.01,4.68311
2016-05-15 00:45:00,458.82,459.03,458.91,459.01,20.81441
2016-05-15 00:50:00,458.91,459.03,459.02,459.03,9.60917
2016-05-15 00:55:00,458.99,459.03,459.01,459.03,15.13319
2016-05-15 01:00:00,459.02,459.2,459.02,459.05,42.50284
2016-05-15 01:05:00,459.02,459.24,459.06,459.23,51.77016813
2016-05-15 01:10:00,459.1,459.24,459.15,459.23,33.55972
2016-05-15 01:15:00,459.0,459.24,459.24,459.0,11.54385
2016-05-15 01:20:00,459.08,459.24,459.09,459.23,31.5681584
2016-05-15 01:25:00,459.23,459.24,459.24,459.23,12.85515
2016-05-15 01:30:00,459.23,459.31,459.24,459.31,15.72186
2016-05-15 01:35:00,459.25,459.39,459.27,459.39,10.08401
2016-05-15 01:40:00,459.38,459.83,459.38,459.71,13.01851
2016-05-15 01:45:00,459.29,459.71,459.71,459.48,17.57749
2016-05-15 01:50:00,459.48,459.89,459.48,459.89,8.84379
2016-05-15 01:55:00,459.58,459.9,459.87,459.9,10.44009
2016-05-15 02:00:00,459.71,459.91,459.89,459.91,15.91540855
2016-05-15 02:05:00,459.81,459.98,459.81,459.97,3.94711639
2016-05-15 02:10:00,459.96,459.99,459.97,459.99,7.12049361
2016-05-15 02:15:00,459.96,459.99,459.99,459.98,4.17977
2016-05-15 02:20:00,459.69,459.98,459.98,459.82,11.9769196
2016-05-15 02:25:00,459.67,459.82,459.82,459.79,7.84132
2016-05-15 02:30:00,459.72,459.8,459.8,459.76,5.66362
2016-05-15 02:35:00,459.5,459.79,459.79,459.62,13.38642
2016-05-15 02:40:00,459.5,459.64,459.59,459.63,10.83016
2016-05-15 02:45:00,459.64,459.75,459.64,459.75,6.28982
2016-05-15 02:50:00,459.75,459.8,459.75,459.8,3.69331941
2016-05-15 02:55:00,459.79,459.82,459.79,459.82,11.75327836
2016-05-15 03:00:00,459.82,460.0,459.82,459.94,27.11514
2016-05-15 03:05:00,459.92,460.0,459.99,459.98,10.74347
2016-05-15 03:10:00,459.97,459.98,459.98,459.98,3.47943
2016-05-15 03:15:00,459.95,459.98,459.98,459.95,7.3923
2016-05-15 03:20:00,459.81,459.96,459.95,459.86,17.56556642
2016-05-15 03:25:00,459.82,459.85,459.85,459.83,1.38519
2016-05-15 03:30:00,459.83,459.83,459.83,459.83,6.4308
2016-05-15 03:35:00,459.8,459.83,459.83,459.82,11.37875
2016-05-15 03:40:00,459.8,459.82,459.82,459.8,7.61892
2016-05-15 03:45:00,459.8,459.81,459.81,459.81,2.66365
2016-05-15 03:50:00,459.8,459.81,459.8,459.8,10.25742
2016-05-15 03:55:00,459.81,459.81,459.81,459.81,15.40041
2016-05-15 04:00:00,459.43,459.86,459.8,459.81,31.94226
2016-05-15 04:05:00,459.78,459.86,459.78,459.86,9.26456
2016-05-15 04:10:00,459.23,459.86,459.85,459.85,53.79967907
2016-05-15 04:15:00,459.84,459.86,459.84,459.86,4.35432
2016-05-15 04:20:00,459.68,459.86,459.86,459.68,3.02690377
2016-05-15 04:25:00,459.58,459.78,459.72,459.69,7.41381
2016-05-15 04:30:00,459.69,459.86,459.75,459.83,10.32021
2016-05-15 04:35:00,459.83,459.86,459.83,459.86,4.70999
